44,1.0,283.0,180.0,490,469,-1,-1,-1,-1
44,2.0,598.0,304.0,236,118,-1,-1,-1,-1
44,3.0,763.0,330.0,181,61,-1,-1,-1,-1
59,1.0,283.0,180.0,489,469,-1,-1,-1,-1
59,2.0,599.0,305.0,234,117,-1,-1,-1,-1
59,3.0,761.0,330.0,185,62,-1,-1,-1,-1
74,1.0,283.0,180.0,489,469,-1,-1,-1,-1
74,2.0,599.0,305.0,235,117,-1,-1,-1,-1
74,3.0,759.0,329.0,190,64,-1,-1,-1,-1
89,1.0,283.0,180.0,489,469,-1,-1,-1,-1
89,2.0,599.0,305.0,235,117,-1,-1,-1,-1
89,3.0,758.0,328.0,192,65,-1,-1,-1,-1
104,1.0,283.0,180.0,489,468,-1,-1,-1,-1
104,2.0,599.0,305.0,235,117,-1,-1,-1,-1
104,3.0,758.0,328.0,192,65,-1,-1,-1,-1
119,1.0,283.0,180.0,489,469,-1,-1,-1,-1
119,2.0,599.0,305.0,235,117,-1,-1,-1,-1
119,3.0,759.0,327.0,190,65,-1,-1,-1,-1
134,1.0,283.0,180.0,489,469,-1,-1,-1,-1
134,2.0,599.0,304.0,235,118,-1,-1,-1,-1
134,3.0,760.0,327.0,188,65,-1,-1,-1,-1
149,1.0,283.0,180.0,489,469,-1,-1,-1,-1
149,2.0,599.0,304.0,236,118,-1,-1,-1,-1
149,3.0,760.0,327.0,188,65,-1,-1,-1,-1
164,1.0,283.0,180.0,489,468,-1,-1,-1,-1
164,2.0,599.0,304.0,236,118,-1,-1,-1,-1
164,3.0,760.0,327.0,187,64,-1,-1,-1,-1
179,1.0,283.0,180.0,489,468,-1,-1,-1,-1
179,2.0,599.0,304.0,236,118,-1,-1,-1,-1
179,3.0,760.0,327.0,186,64,-1,-1,-1,-1
194,1.0,283.0,180.0,489,468,-1,-1,-1,-1
194,2.0,599.0,304.0,236,118,-1,-1,-1,-1
194,3.0,761.0,327.0,185,64,-1,-1,-1,-1
209,1.0,283.0,180.0,489,468,-1,-1,-1,-1
209,2.0,599.0,304.0,236,118,-1,-1,-1,-1
209,3.0,761.0,327.0,185,64,-1,-1,-1,-1
224,1.0,283.0,180.0,489,469,-1,-1,-1,-1
224,2.0,599.0,305.0,236,117,-1,-1,-1,-1
224,3.0,762.0,327.0,183,64,-1,-1,-1,-1
239,1.0,283.0,180.0,489,469,-1,-1,-1,-1
239,2.0,599.0,305.0,236,117,-1,-1,-1,-1
239,3.0,763.0,327.0,182,64,-1,-1,-1,-1
254,1.0,283.0,180.0,490,469,-1,-1,-1,-1
254,2.0,599.0,304.0,236,118,-1,-1,-1,-1
254,3.0,764.0,328.0,181,63,-1,-1,-1,-1
269,1.0,283.0,180.0,489,468,-1,-1,-1,-1
269,2.0,599.0,305.0,236,117,-1,-1,-1,-1
269,3.0,764.0,328.0,180,63,-1,-1,-1,-1
